Location,Date,Morning Forecast,Afternoon Forecast,Night Forecast,Summary Forecast,Summary When,Min Temperature (°C),Max Temperature (°C),Energy Output
Kudat,2024-07-02,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,36.5
Kuching,2024-07-08,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,31,55.5
Kuching,2024-07-07,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,31,55.5
Kuching,2024-07-06,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,31,35.5
Kuching,2024-07-05,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,31,55.5
Kuching,2024-07-04,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,31,35.5
Kuching,2024-07-03,Tiada hujan,Ribut petir di kebanyakan tempat,Hujan di kebanyakan tempat,Ribut petir di kebanyakan tempat,Petang,24,31,35.5
Kuching,2024-07-02,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,31,55.5
Serian,2024-07-08,Tiada hujan,Tiada hujan,Hujan di beberapa tempat,Hujan di beberapa tempat,Malam,24,32,36.0
Serian,2024-07-07,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,32,36.0
Serian,2024-07-06,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,32,36.0
Serian,2024-07-05,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,32,36.0
Serian,2024-07-04,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,32,36.0
Serian,2024-07-03,Tiada hujan,Ribut petir di kebanyakan tempat,Hujan di kebanyakan tempat,Ribut petir di kebanyakan tempat,Petang,24,32,36.0
Serian,2024-07-02,Hujan di kebanyakan tempat,Hujan di beberapa tempat,Tiada hujan,Hujan di kebanyakan tempat,Pagi dan Petang,24,32,
Samarahan,2024-07-08,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,56.5
Samarahan,2024-07-07,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,56.5
Samarahan,2024-07-06,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,36.5
Samarahan,2024-07-05,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,56.5
Samarahan,2024-07-04,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,36.5
Samarahan,2024-07-03,Tiada hujan,Ribut petir di kebanyakan tempat,Hujan di kebanyakan tempat,Ribut petir di kebanyakan tempat,Petang,24,33,36.5
Samarahan,2024-07-02,Hujan di beberapa tempat,Hujan di beberapa tempat,Tiada hujan,Hujan di beberapa tempat,Pagi dan Petang,24,33,56.5
Sri Aman,2024-07-08,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,33,36.5
Sri Aman,2024-07-07,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,36.5
Sri Aman,2024-07-06,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,36.5
Sri Aman,2024-07-05,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,36.5
Sri Aman,2024-07-04,Tiada hujan,Tiada hujan,Hujan di beberapa tempat,Hujan di beberapa tempat,Malam,24,33,36.5
Sri Aman,2024-07-03,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,33,36.5
Sri Aman,2024-07-02,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,36.5
Betong,2024-07-08,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,23,31,35.5
Betong,2024-07-07,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,31,35.5
Betong,2024-07-06,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,31,35.5
Betong,2024-07-05,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,31,35.5
Betong,2024-07-04,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,31,35.5
Betong,2024-07-03,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,31,35.5
Betong,2024-07-02,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,31,35.5
Sarikei,2024-07-08,Tiada hujan,Tiada hujan,Hujan di beberapa tempat,Hujan di beberapa tempat,Malam,23,33,36.5
Sarikei,2024-07-07,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,33,36.5
Sarikei,2024-07-06,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,33,36.5
Sarikei,2024-07-05,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,33,36.5
Sarikei,2024-07-04,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,33,36.5
Sarikei,2024-07-03,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,23,33,36.5
Sarikei,2024-07-02,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,33,36.5
Sibu,2024-07-08,Tiada hujan,Tiada hujan,Hujan di beberapa tempat,Hujan di beberapa tempat,Malam,24,33,36.5
Sibu,2024-07-07,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,36.5
Sibu,2024-07-06,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,36.5
Sibu,2024-07-05,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,36.5
Sibu,2024-07-04,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,56.5
Sibu,2024-07-03,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,36.5
Sibu,2024-07-02,Tiada hujan,Hujan di beberapa tempat,Tiada hujan,Hujan di beberapa tempat,Petang,24,33,36.5
Mukah,2024-07-08,Tiada hujan,Tiada hujan,Hujan di beberapa tempat,Hujan di beberapa tempat,Malam,24,33,36.5
Mukah,2024-07-07,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,36.5
Mukah,2024-07-06,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,33,36.5
Mukah,2024-07-05,Hujan di beberapa tempat,Tiada hujan,Hujan di beberapa tempat,Hujan di beberapa tempat,Pagi dan Malam,24,33,56.5
Mukah,2024-07-04,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,56.5
Mukah,2024-07-03,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,36.5
Mukah,2024-07-02,Hujan di beberapa tempat,Hujan di beberapa tempat,Tiada hujan,Hujan di beberapa tempat,Pagi dan Petang,24,33,56.5
Kapit,2024-07-08,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,56.5
Kapit,2024-07-07,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,56.5
Kapit,2024-07-06,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,56.5
Kapit,2024-07-05,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,56.5
Kapit,2024-07-04,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,36.5
Kapit,2024-07-03,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,56.5
Kapit,2024-07-02,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,36.5
Bintulu,2024-07-08,Hujan di beberapa tempat,Tiada hujan,Hujan di beberapa tempat,Hujan di beberapa tempat,Pagi dan Malam,24,34,57.0
Bintulu,2024-07-07,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,34,57.0
Bintulu,2024-07-06,Tiada hujan,Tiada hujan,Hujan di beberapa tempat,Hujan di beberapa tempat,Malam,24,34,37.0
Bintulu,2024-07-05,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,34,37.0
Bintulu,2024-07-04,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,34,37.0
Bintulu,2024-07-03,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,34,37.0
Bintulu,2024-07-02,Tiada hujan,Hujan di beberapa tempat,Hujan di beberapa tempat,Hujan di beberapa tempat,Petang dan Malam,24,34,37.0
Miri,2024-07-08,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,56.5
Miri,2024-07-07,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,56.5
Miri,2024-07-06,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,56.5
Miri,2024-07-05,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,56.5
Miri,2024-07-04,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,56.5
Miri,2024-07-03,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,56.5
Miri,2024-07-02,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di kebanyakan tempat,Ribut petir di beberapa tempat,Petang,24,33,56.5
Limbang,2024-07-08,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,34,57.0
Limbang,2024-07-07,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,34,57.0
Limbang,2024-07-06,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,34,57.0
Limbang,2024-07-05,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,34,57.0
Limbang,2024-07-04,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,34,57.0
Limbang,2024-07-03,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,34,57.0
Limbang,2024-07-02,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di kebanyakan tempat,Ribut petir di beberapa tempat,Petang,24,34,57.0
FP Labuan,2024-07-08,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,25,32,36.0
FP Labuan,2024-07-07,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,25,32,36.0
FP Labuan,2024-07-06,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,25,32,36.0
FP Labuan,2024-07-05,Hujan di kebanyakan tempat,Tiada hujan,Ribut petir di kebanyakan tempat,Ribut petir di kebanyakan tempat,Malam,25,32,
FP Labuan,2024-07-04,Tiada hujan,Tiada hujan,Ribut petir di kebanyakan tempat,Ribut petir di kebanyakan tempat,Malam,25,32,36.0
FP Labuan,2024-07-03,Tiada hujan,Tiada hujan,Ribut petir di kebanyakan tempat,Ribut petir di kebanyakan tempat,Malam,25,32,36.0
FP Labuan,2024-07-02,Hujan di beberapa tempat,Tiada hujan,Tiada hujan,Hujan di beberapa tempat,Pagi,25,32,56.0
Pedalaman,2024-07-08,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,21,34,37.0
Pedalaman,2024-07-07,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,21,34,37.0
Pedalaman,2024-07-06,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,21,34,37.0
Pedalaman,2024-07-05,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,21,34,57.0
Pedalaman,2024-07-04,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,21,34,37.0
Pedalaman,2024-07-03,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,21,34,37.0
Pedalaman,2024-07-02,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,21,34,57.0
Pantai Barat,2024-07-08,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,21,33,36.5
Pantai Barat,2024-07-07,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,21,33,36.5
Pantai Barat,2024-07-06,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,21,33,56.5
Pantai Barat,2024-07-05,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,21,33,56.5
Pantai Barat,2024-07-04,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,21,33,36.5
Pantai Barat,2024-07-03,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,21,33,36.5
Pantai Barat,2024-07-02,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,21,33,56.5
Tawau,2024-07-08,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,56.5
Tawau,2024-07-07,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,56.5
Tawau,2024-07-06,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,24,33,56.5
Tawau,2024-07-05,Hujan di beberapa tempat,Hujan di beberapa tempat,Hujan di beberapa tempat,Hujan di beberapa tempat,Sepanjang Hari,24,33,56.5
Tawau,2024-07-04,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Pagi dan Petang,24,33,86.5
Tawau,2024-07-03,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Pagi,24,33,86.5
Tawau,2024-07-02,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,24,33,56.5
Sandakan,2024-07-08,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,23,34,57.0
Sandakan,2024-07-07,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,23,34,37.0
Sandakan,2024-07-06,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,23,34,37.0
Sandakan,2024-07-05,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,23,34,57.0
Sandakan,2024-07-04,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,23,34,37.0
Sandakan,2024-07-03,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,23,34,37.0
Sandakan,2024-07-02,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,23,34,57.0
Kudat,2024-07-08,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,23,34,37.0
Kudat,2024-07-07,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,34,37.0
Kudat,2024-07-06,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,23,34,57.0
Kudat,2024-07-05,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,23,34,37.0
Kudat,2024-07-04,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,23,34,37.0
Kudat,2024-07-03,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,23,34,37.0
Kudat,2024-07-02,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,34,57.0
Langkawi,2024-07-08,Hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,26,33,46.5
Langkawi,2024-07-07,Hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,26,33,46.5
Langkawi,2024-07-06,Hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,26,33,46.5
Langkawi,2024-07-05,Hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,26,33,46.5
Langkawi,2024-07-04,Hujan,Tiada hujan,Tiada hujan,Hujan,Pagi,26,33,46.5
Langkawi,2024-07-03,Hujan,Tiada hujan,Tiada hujan,Hujan,Pagi,26,33,46.5
Langkawi,2024-07-02,Hujan,Tiada hujan,Tiada hujan,Hujan,Pagi,26,33,46.5
Taman Negara Pulau Pinang,2024-07-08,Hujan,Tiada hujan,Tiada hujan,Hujan,Pagi,26,33,46.5
Taman Negara Pulau Pinang,2024-07-07,Hujan,Tiada hujan,Tiada hujan,Hujan,Pagi,26,33,46.5
Taman Negara Pulau Pinang,2024-07-06,Hujan,Tiada hujan,Tiada hujan,Hujan,Pagi,26,33,46.5
Taman Negara Pulau Pinang,2024-07-05,Hujan,Tiada hujan,Tiada hujan,Hujan,Pagi,26,33,46.5
Taman Negara Pulau Pinang,2024-07-04,Hujan,Tiada hujan,Tiada hujan,Hujan,Pagi,26,33,46.5
Taman Negara Pulau Pinang,2024-07-03,Hujan,Tiada hujan,Tiada hujan,Hujan,Pagi,26,33,46.5
Taman Negara Pulau Pinang,2024-07-02,Hujan,Tiada hujan,Tiada hujan,Hujan,Pagi,26,33,46.5
Batu Feringgi,2024-07-08,Hujan,Tiada hujan,Tiada hujan,Hujan,Pagi,26,33,46.5
Batu Feringgi,2024-07-07,Hujan,Tiada hujan,Tiada hujan,Hujan,Pagi,26,33,46.5
Batu Feringgi,2024-07-06,Hujan,Tiada hujan,Tiada hujan,Hujan,Pagi,26,33,46.5
Batu Feringgi,2024-07-05,Hujan,Tiada hujan,Tiada hujan,Hujan,Pagi,26,33,46.5
Batu Feringgi,2024-07-04,Hujan,Tiada hujan,Tiada hujan,Hujan,Pagi,26,33,46.5
Batu Feringgi,2024-07-03,Hujan,Tiada hujan,Tiada hujan,Hujan,Pagi,26,33,46.5
Batu Feringgi,2024-07-02,Hujan,Tiada hujan,Tiada hujan,Hujan,Pagi,26,33,46.5
Bukit Bendera,2024-07-08,Hujan,Tiada hujan,Tiada hujan,Hujan,Pagi,24,31,45.5
Bukit Bendera,2024-07-07,Hujan,Tiada hujan,Tiada hujan,Hujan,Pagi,24,31,45.5
Bukit Bendera,2024-07-06,Hujan,Tiada hujan,Tiada hujan,Hujan,Pagi,24,31,45.5
Bukit Bendera,2024-07-05,Hujan,Tiada hujan,Tiada hujan,Hujan,Pagi,24,31,45.5
Bukit Bendera,2024-07-04,Hujan,Tiada hujan,Tiada hujan,Hujan,Pagi,24,31,45.5
Bukit Bendera,2024-07-03,Hujan,Tiada hujan,Tiada hujan,Hujan,Pagi,24,31,45.5
Bukit Bendera,2024-07-02,Hujan,Tiada hujan,Tiada hujan,Hujan,Pagi,24,31,45.5
Pulau Pangkor,2024-07-08,Hujan,Hujan,Tiada hujan,Hujan,Pagi dan Petang,26,32,46.0
Pulau Pangkor,2024-07-07,Hujan,Hujan,Tiada hujan,Hujan,Pagi dan Petang,26,32,46.0
Pulau Pangkor,2024-07-06,Hujan,Hujan,Tiada hujan,Hujan,Pagi dan Petang,26,32,46.0
Pulau Pangkor,2024-07-05,Hujan,Hujan,Tiada hujan,Hujan,Pagi dan Petang,26,32,46.0
Pulau Pangkor,2024-07-04,Hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,26,32,46.0
Pulau Pangkor,2024-07-03,Hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,26,32,46.0
Pulau Pangkor,2024-07-02,Hujan,Hujan,Tiada hujan,Hujan,Pagi dan Petang,26,32,46.0
Lumut,2024-07-08,Hujan,Hujan,Tiada hujan,Hujan,Pagi dan Petang,26,33,46.5
Lumut,2024-07-07,Hujan,Hujan,Tiada hujan,Hujan,Pagi dan Petang,26,33,46.5
Lumut,2024-07-06,Hujan,Hujan,Tiada hujan,Hujan,Pagi dan Petang,26,33,46.5
Lumut,2024-07-05,Hujan,Hujan,Tiada hujan,Hujan,Pagi dan Petang,26,33,46.5
Lumut,2024-07-04,Hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,26,33,46.5
Lumut,2024-07-03,Hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,26,33,46.5
Lumut,2024-07-02,Hujan,Hujan,Tiada hujan,Hujan,Pagi dan Petang,26,33,46.5
Pulau Perhentian,2024-07-08,Tiada hujan,Tiada hujan,Ribut petir,Ribut petir,Malam,24,34,37.0
Pulau Perhentian,2024-07-07,Tiada hujan,Tiada hujan,Ribut petir,Ribut petir,Malam,24,34,37.0
Pulau Perhentian,2024-07-06,Tiada hujan,Tiada hujan,Ribut petir,Ribut petir,Malam,24,34,37.0
Pulau Perhentian,2024-07-05,Tiada hujan,Tiada hujan,Ribut petir,Ribut petir,Malam,24,34,37.0
Pulau Perhentian,2024-07-04,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Pulau Perhentian,2024-07-03,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,34,37.0
Pulau Perhentian,2024-07-02,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,34,37.0
Cameron Highland,2024-07-08,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,17,24,32.0
Cameron Highland,2024-07-07,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,17,24,32.0
Cameron Highland,2024-07-06,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,17,24,32.0
Cameron Highland,2024-07-05,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,17,24,32.0
Cameron Highland,2024-07-04,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,17,24,32.0
Cameron Highland,2024-07-03,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,17,24,32.0
Cameron Highland,2024-07-02,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,17,24,32.0
Pulau Redang,2024-07-08,Tiada hujan,Tiada hujan,Ribut petir,Ribut petir,Malam,24,34,37.0
Pulau Redang,2024-07-07,Tiada hujan,Tiada hujan,Ribut petir,Ribut petir,Malam,24,34,37.0
Pulau Redang,2024-07-06,Tiada hujan,Tiada hujan,Ribut petir,Ribut petir,Malam,24,34,37.0
Pulau Redang,2024-07-05,Tiada hujan,Tiada hujan,Ribut petir,Ribut petir,Malam,24,34,37.0
Pulau Redang,2024-07-04,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Pulau Redang,2024-07-03,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,37.0
Pulau Redang,2024-07-02,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,34,37.0
Taman Negara Kelantan,2024-07-08,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,25,34,37.0
Taman Negara Kelantan,2024-07-07,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,25,34,37.0
Taman Negara Kelantan,2024-07-06,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,25,34,37.0
Taman Negara Kelantan,2024-07-05,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,25,34,37.0
Taman Negara Kelantan,2024-07-04,Tiada hujan,Tiada hujan,Ribut petir,Ribut petir,Malam,25,34,37.0
Taman Negara Kelantan,2024-07-03,Ribut petir,Ribut petir,Tiada hujan,Ribut petir,Pagi dan Petang,25,34,77.0
Taman Negara Kelantan,2024-07-02,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,25,34,37.0
Tasik Kenyir,2024-07-08,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,25,35,37.5
Tasik Kenyir,2024-07-07,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,25,35,37.5
Tasik Kenyir,2024-07-06,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,25,35,37.5
Tasik Kenyir,2024-07-05,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,25,35,37.5
